Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat_(%),FM,GPS,GSpd(kmh),Hdg(@),Alt(m),Sats,Rud,Ele,Thr,Ail,SA,SB,SC,SD,SE,SF,LSW,TxBat(V)
2021-08-29,15:52:31.710,90,90,100,15,4,1,250,95,100,15,0.24,0.42,-2.76,13.5,7.6,1066,8,0,31.165700 121.356490,28.5,17.94,22,10,251,-117,76,4,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:32.210,93,93,100,14,4,1,250,85,100,19,0.24,0.42,-2.76,13.5,7.6,1066,8,0,31.165645 121.356447,27.0,22.68,22,9,228,-86,98,-4,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:32.710,81,81,100,23,4,1,250,81,100,24,0.29,0.31,-1.93,13.5,8.0,1069,6,0,31.165645 121.356447,27.0,22.68,22,9,122,-12,97,-86,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:33.210,73,73,100,32,4,1,100,82,100,23,0.29,0.31,-1.93,13.5,8.0,1069,6,0,31.165637 121.356349,28.7,27.61,23,10,22,-5,88,1,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:33.710,95,95,100,8,4,1,100,91,100,21,0.28,0.05,-1.45,13.5,8.0,1071,7,0,31.165637 121.356349,28.7,27.61,23,10,22,72,88,-18,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:34.210,80,80,100,23,4,1,100,79,100,25,0.28,0.05,-1.45,13.5,8.0,1071,7,0,31.165672 121.356261,35.4,29.90,24,11,33,-32,186,4,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:34.710,80,80,100,24,4,1,100,91,100,22,0.34,0.01,-1.39,13.5,8.8,1073,6,0,31.165672 121.356261,35.4,29.90,24,11,25,-8,293,3,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:35.210,84,84,100,21,4,1,25,94,100,22,0.34,0.01,-1.39,13.5,8.8,1073,6,0,31.165672 121.356261,35.4,29.90,24,11,27,-5,338,6,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:35.710,81,81,100,25,4,1,25,88,100,22,0.29,0.00,-1.31,13.5,8.8,1073,6,0,31.165728 121.356159,44.6,30.49,25,11,24,-3,412,5,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:36.210,88,88,100,13,4,1,100,81,100,26,0.29,0.00,-1.31,13.2,11.3,1077,100,0,31.165728 121.356159,44.6,30.49,25,11,23,-1,426,3,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:36.710,86,86,100,19,4,1,100,77,100,26,0.29,-0.02,-1.22,13.2,11.3,1077,100,0,31.165827 121.356018,54.8,31.12,28,11,25,-3,429,5,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:37.210,79,79,100,20,4,1,100,80,100,25,0.29,-0.02,-1.22,13.0,12.8,1081,100,0,31.165827 121.356018,54.8,31.12,28,11,21,-2,463,12,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:37.710,91,91,100,12,4,1,100,83,100,20,0.30,-0.04,-1.14,13.0,12.8,1081,100,0,31.165929 121.355891,61.3,31.43,32,12,17,-4,464,8,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:38.210,89,89,100,17,4,1,25,88,100,20,0.30,-0.04,-1.14,12.9,13.5,1084,100,0,31.165929 121.355891,61.3,31.43,32,12,49,-17,505,3,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:38.710,88,88,100,14,4,1,100,90,100,20,0.29,-0.02,-1.07,12.9,13.5,1084,100,0,31.166047 121.355758,66.9,31.60,34,11,24,56,516,7,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:39.210,88,88,100,18,4,1,100,84,100,17,0.29,-0.02,-1.07,12.8,14.3,1088,100,0,31.166047 121.355758,66.9,31.60,34,11,20,-5,515,21,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:39.710,89,89,100,15,3,1,100,93,100,16,0.29,-0.02,-1.07,12.8,14.3,1088,100,0,31.166173 121.355618,70.3,31.74,39,10,-26,-4,381,5,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:40.210,92,92,100,12,4,1,100,94,100,18,0.33,-0.04,-1.00,12.8,13.6,1092,100,0,31.166173 121.355618,70.3,31.74,39,10,-66,-5,399,-57,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:40.710,92,92,100,11,4,1,100,86,100,20,0.33,-0.04,-1.00,12.8,13.6,1092,100,0,31.166337 121.355446,74.2,31.79,45,10,17,-2,402,0,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:41.210,88,88,100,9,4,1,100,87,100,19,0.33,-0.09,-1.06,12.9,11.8,1096,100,0,31.166337 121.355446,74.2,31.79,45,10,9,7,421,1,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:41.710,90,90,100,13,4,1,100,85,100,19,0.33,-0.09,-1.06,12.9,11.8,1096,100,0,31.166477 121.355299,76.2,31.73,50,10,1,-4,421,66,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:42.210,88,88,100,12,4,1,100,92,100,16,0.35,-0.09,-1.05,12.9,12.1,1099,100,0,31.166477 121.355299,76.2,31.73,50,10,15,-3,505,28,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:42.710,84,84,100,19,4,1,25,94,100,15,0.35,-0.09,-1.05,12.9,12.1,1099,100,0,31.166620 121.355144,78.5,31.69,54,10,15,1,498,19,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:43.210,83,83,100,20,4,1,25,85,100,20,0.36,-0.03,-1.03,12.7,13.4,1104,100,0,31.166620 121.355144,78.5,31.69,54,10,19,-3,495,36,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:43.710,90,90,100,10,4,1,25,81,100,25,0.36,-0.03,-1.03,12.7,13.4,1104,100,0,31.166620 121.355144,78.5,31.69,54,10,15,-5,454,19,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:44.210,83,83,100,20,4,1,25,75,100,28,0.37,0.00,-0.99,12.7,13.4,1104,100,0,31.166768 121.354984,81.2,31.72,58,10,16,-16,451,12,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:44.710,88,88,100,13,4,1,25,80,100,24,0.37,0.00,-0.99,12.7,12.5,1108,100,0,31.166768 121.354984,81.2,31.72,58,10,68,9,452,129,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:45.210,86,86,100,8,4,1,25,88,100,15,0.37,0.02,-0.93,12.7,12.5,1108,100,0,31.166951 121.354790,82.9,31.82,63,10,107,-2,361,41,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:45.710,90,90,100,14,4,1,25,86,100,22,0.37,0.02,-0.93,12.7,13.1,1111,100,0,31.166951 121.354790,82.9,31.82,63,10,69,-3,361,5,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:46.210,88,88,100,14,4,1,25,84,100,23,0.39,0.10,-0.72,12.7,13.1,1111,100,0,31.167116 121.354640,83.8,32.37,66,10,88,3,361,-12,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:46.710,90,90,100,14,5,1,25,84,100,20,0.39,0.10,-0.72,12.8,11.5,1114,100,0,31.167116 121.354640,83.8,32.37,66,10,98,-3,360,167,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:47.210,95,95,90,9,7,1,100,97,100,10,0.40,0.03,-0.56,12.8,11.5,1114,100,0,31.167323 121.354483,81.0,-32.65,71,10,75,-55,224,62,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:47.710,87,87,90,5,5,1,100,91,100,13,0.40,0.03,-0.56,12.9,10.5,1118,100,0,31.167323 121.354483,81.0,-32.65,71,10,104,-52,222,89,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:48.210,94,94,92,7,4,1,100,94,98,12,0.40,0.03,-0.56,12.9,10.5,1118,100,0,31.167323 121.354483,81.0,-32.65,71,10,137,-31,49,100,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:48.710,95,95,94,7,3,1,100,90,98,11,0.40,0.03,-0.56,13.1,7.7,1121,100,0,31.167323 121.354483,81.0,-32.65,71,10,124,-11,89,42,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:49.210,95,95,94,7,4,1,250,99,98,14,0.40,0.03,-0.56,13.1,7.7,1121,100,0,31.167323 121.354483,81.0,-32.65,71,10,92,-14,107,100,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:49.710,86,86,80,12,4,1,250,90,98,17,0.40,0.03,-0.56,13.2,7.8,1123,0,0,31.167323 121.354483,81.0,-32.65,71,10,37,18,208,-99,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:50.210,81,81,86,18,4,1,250,86,100,19,0.40,0.03,-0.56,13.2,7.8,1123,0,0,31.167827 121.354271,60.0,-30.25,78,10,31,31,183,-77,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:50.710,78,78,100,23,4,1,250,86,100,20,0.37,0.07,0.32,13.2,9.2,1125,100,0,31.167827 121.354271,60.0,-30.25,78,10,25,58,198,21,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:51.210,78,78,100,20,4,1,250,82,100,24,0.37,0.07,0.32,13.2,9.2,1125,100,0,31.167990 121.354280,53.1,0.79,81,12,24,-13,208,59,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:51.710,83,83,100,18,3,1,100,81,100,22,0.45,0.05,0.34,13.1,9.1,1128,100,0,31.167990 121.354280,53.1,0.79,81,12,38,-4,202,14,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:52.210,88,88,100,8,4,1,100,83,100,22,0.45,0.05,0.34,13.1,9.1,1128,100,0,31.167990 121.354280,53.1,0.79,81,12,49,-3,143,61,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:52.710,93,93,96,9,3,1,100,80,100,20,0.43,0.05,0.41,13.1,8.5,1131,100,0,31.168118 121.354319,53.1,1.78,81,11,27,23,161,10,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:53.210,83,83,100,15,3,1,100,87,100,22,0.43,0.05,0.41,13.1,8.5,1131,100,0,31.168118 121.354319,53.1,1.78,81,11,25,-60,179,-77,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:53.710,87,87,98,13,6,1,100,85,100,20,0.44,0.08,0.50,13.1,8.5,1131,100,0,31.168240 121.354380,52.8,2.63,82,10,23,-3,175,-5,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:54.210,86,86,96,15,5,1,25,84,100,23,0.44,0.08,0.50,13.1,9.0,1134,100,0,31.168240 121.354380,52.8,2.63,82,10,26,59,104,-10,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:54.710,91,91,96,6,4,1,25,83,100,25,0.51,-0.01,0.59,13.1,9.0,1134,100,0,31.168349 121.354458,51.0,3.47,82,11,29,19,63,0,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:55.210,88,88,90,5,3,1,25,79,100,26,0.51,-0.01,0.59,13.2,7.5,1136,0,0,31.168349 121.354458,51.0,3.47,82,11,24,-8,110,-20,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:55.710,91,91,96,7,5,1,25,86,100,20,0.54,-0.06,0.68,13.2,7.5,1136,0,0,31.168468 121.354572,53.6,4.10,82,11,26,-10,112,5,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:56.210,93,93,94,7,4,1,25,80,100,22,0.54,-0.06,0.68,13.2,8.1,1138,0,0,31.168468 121.354572,53.6,4.10,82,11,23,-28,150,-7,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:56.710,90,90,92,12,3,1,25,84,100,22,0.47,-0.08,0.73,13.2,8.1,1138,0,0,31.168567 121.354679,55.9,4.32,81,12,25,-18,153,40,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:57.210,90,90,92,12,1,1,25,84,98,19,0.47,-0.08,0.73,13.2,8.1,1138,0,0,31.168567 121.354679,55.9,4.32,81,12,26,-25,157,27,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:57.710,90,90,92,12,3,1,25,86,96,19,0.47,-0.08,0.73,13.2,8.1,1138,0,0,31.168567 121.354679,55.9,4.32,81,12,23,-6,153,17,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:58.210,96,96,96,7,3,1,25,86,98,19,0.47,-0.08,0.73,13.1,9.4,1144,100,0,31.168567 121.354679,55.9,4.32,81,12,22,-41,185,27,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:58.710,92,92,100,8,3,1,25,89,100,17,0.47,-0.08,0.73,13.1,9.4,1144,100,0,31.168779 121.354950,59.4,4.96,74,10,22,-4,185,33,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:59.210,93,93,98,4,5,1,25,92,96,14,0.47,-0.08,0.73,13.1,9.4,1144,100,0,31.168779 121.354950,59.4,4.96,74,10,23,10,186,-9,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:52:59.720,89,89,96,11,3,1,25,85,98,19,0.47,-0.08,0.73,13.1,9.4,1144,100,0,31.168779 121.354950,59.4,4.96,74,10,22,0,187,0,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:00.220,87,87,96,12,3,1,25,85,100,19,0.42,-0.05,0.91,13.0,9.9,1149,100,0,31.168779 121.354950,59.4,4.96,74,10,21,-3,188,4,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:00.720,94,94,98,7,6,1,25,87,100,17,0.42,-0.05,0.91,13.0,9.9,1149,100,0,31.168978 121.355249,58.7,5.37,70,10,21,-3,190,7,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:01.220,93,93,96,4,3,1,25,85,100,20,0.42,-0.08,0.96,13.0,9.8,1152,100,0,31.168978 121.355249,58.7,5.37,70,10,11,-2,189,6,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:01.720,89,89,98,13,3,1,25,87,100,18,0.42,-0.08,0.96,13.0,9.8,1152,100,0,31.168978 121.355249,58.7,5.37,70,10,20,-5,216,68,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:02.220,87,87,98,14,3,1,25,90,100,21,0.42,-0.07,0.98,13.0,9.8,1152,100,0,31.169060 121.355383,56.1,5.48,68,10,23,-6,221,81,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:02.720,91,91,100,6,3,1,25,84,100,20,0.42,-0.07,0.98,12.9,10.0,1156,100,0,31.169060 121.355383,56.1,5.48,68,10,35,-5,225,79,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:03.220,94,94,100,9,3,1,25,85,100,22,0.42,0.06,1.04,12.9,10.0,1156,100,0,31.169135 121.355515,54.3,5.81,66,10,35,-6,231,36,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:03.720,88,88,100,14,3,1,25,83,100,24,0.42,0.06,1.04,12.9,10.4,1159,100,0,31.169135 121.355515,54.3,5.81,66,10,53,-5,275,45,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:04.220,90,90,100,10,3,1,25,81,100,25,0.44,0.09,1.17,12.9,10.4,1159,100,0,31.169196 121.355647,50.9,6.39,65,10,25,47,267,16,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:04.720,87,87,100,14,3,1,25,78,100,28,0.44,0.09,1.17,12.9,10.6,1162,100,0,31.169196 121.355647,50.9,6.39,65,10,30,20,275,13,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:05.220,84,84,100,19,3,1,25,77,100,27,0.50,0.07,1.27,12.9,10.6,1162,100,0,31.169245 121.355804,47.5,7.38,64,9,24,99,274,2,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:05.720,84,84,100,15,3,1,25,78,100,29,0.50,0.07,1.27,12.9,10.5,1165,100,0,31.169245 121.355804,47.5,7.38,64,9,27,-27,336,6,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:06.220,83,83,100,17,3,1,25,75,100,31,0.50,0.07,1.27,12.9,10.5,1165,100,0,31.169263 121.355936,46.2,8.42,64,10,80,-40,294,93,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:06.720,84,84,100,20,3,1,25,76,100,29,0.54,0.03,1.37,12.8,11.2,1168,100,0,31.169263 121.355936,46.2,8.42,64,10,92,-42,293,113,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:07.220,81,81,100,20,3,1,25,73,100,32,0.54,0.03,1.37,12.8,11.2,1168,100,0,31.169260 121.356069,46.8,9.46,62,11,108,-29,288,146,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:07.720,79,79,100,19,3,1,25,73,100,32,0.50,0.11,1.61,12.9,10.8,1171,100,0,31.169260 121.356069,46.8,9.46,62,11,116,-16,270,97,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:08.220,77,77,100,25,3,1,25,71,100,35,0.50,0.11,1.61,12.9,10.8,1171,100,0,31.169223 121.356224,45.5,11.24,60,10,108,-6,275,43,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:08.720,78,78,100,19,3,1,25,68,100,38,0.53,0.27,2.03,12.9,10.5,1174,100,0,31.169223 121.356224,45.5,11.24,60,10,96,-5,277,56,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:09.220,74,74,100,30,3,1,25,70,100,34,0.53,0.27,2.03,12.9,10.5,1174,100,0,31.169157 121.356322,43.1,13.65,59,11,80,-10,317,-38,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:09.720,74,74,100,29,3,1,25,72,100,33,0.58,0.12,2.39,12.9,10.8,1178,100,0,31.169157 121.356322,43.1,13.65,59,11,66,-5,317,-72,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:10.220,76,76,100,29,3,1,25,71,100,36,0.58,0.12,2.39,12.9,10.8,1178,100,0,31.169157 121.356322,43.1,13.65,59,11,32,-3,313,18,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:10.720,77,77,100,16,3,1,25,70,100,37,0.58,-0.13,2.67,12.9,10.8,1178,100,0,31.169064 121.356371,42.2,16.05,58,11,22,-6,319,0,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:11.220,77,77,100,24,3,1,25,68,100,38,0.58,-0.13,2.67,12.8,10.9,1180,100,0,31.169064 121.356371,42.2,16.05,58,11,30,-62,326,-1,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:11.720,74,74,100,29,3,1,25,67,100,39,0.55,-0.17,2.78,12.8,10.9,1180,100,0,31.168930 121.356391,46.3,17.67,55,10,24,-20,323,0,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:12.220,74,74,100,31,3,1,25,67,100,39,0.55,-0.17,2.78,12.7,11.2,1184,100,0,31.168930 121.356391,46.3,17.67,55,10,20,-6,317,4,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:12.720,71,71,100,20,3,1,25,68,100,38,0.49,-0.21,2.90,12.7,11.2,1184,100,0,31.168811 121.356390,48.9,18.22,53,10,-49,-37,321,4,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:13.220,73,73,100,22,3,1,25,67,100,41,0.49,-0.21,2.90,12.7,11.1,1187,100,0,31.168811 121.356390,48.9,18.22,53,10,0,-50,323,9,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:13.720,72,72,100,34,3,1,25,67,100,38,0.44,-0.19,2.92,12.7,11.1,1187,100,0,31.168685 121.356379,51.0,18.42,51,12,-1,-34,316,90,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:14.220,71,71,100,32,3,1,25,66,100,39,0.44,-0.19,2.92,12.7,11.5,1191,100,0,31.168685 121.356379,51.0,18.42,51,12,-9,-24,317,16,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:14.720,71,71,100,32,3,1,25,66,100,40,0.39,-0.10,2.98,12.7,11.5,1191,100,0,31.168556 121.356362,51.9,18.55,50,12,-8,-6,281,4,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:15.220,69,69,100,34,3,1,25,64,100,38,0.39,-0.10,2.98,12.7,11.8,1194,100,0,31.168556 121.356362,51.9,18.55,50,12,4,-17,243,4,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:15.720,69,69,100,34,3,1,25,63,100,43,0.39,-0.10,2.98,12.7,11.8,1194,100,0,31.168404 121.356337,51.7,18.86,48,11,3,-17,242,-2,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:16.220,69,69,100,34,3,1,25,62,100,43,0.40,-0.11,3.05,12.7,9.8,1197,100,0,31.168404 121.356337,51.7,18.86,48,11,-5,-8,238,-3,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:16.720,69,69,100,37,3,1,25,63,100,43,0.40,-0.11,3.05,12.7,9.8,1197,100,0,31.168280 121.356309,49.9,19.06,48,12,-49,-12,241,-71,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:17.220,75,75,100,28,3,1,25,64,100,41,0.40,-0.12,3.11,12.8,10.2,1200,100,0,31.168280 121.356309,49.9,19.06,48,12,-47,-5,244,-27,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:17.720,76,76,100,28,3,1,25,67,100,39,0.40,-0.12,3.11,12.8,10.2,1200,100,0,31.168159 121.356277,49.9,19.16,48,11,-37,-12,242,-24,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:18.220,75,75,100,29,3,1,25,75,100,32,0.42,-0.16,3.08,12.8,9.9,1203,100,0,31.168159 121.356277,49.9,19.16,48,11,-36,-12,240,-17,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:18.720,79,79,100,26,3,1,25,68,100,38,0.42,-0.16,3.08,12.8,9.9,1203,100,0,31.168159 121.356277,49.9,19.16,48,11,-37,-18,241,-1,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:19.220,75,75,100,28,3,1,25,69,100,35,0.43,-0.16,3.06,12.8,9.8,1206,100,0,31.168038 121.356250,49.6,18.93,46,11,-45,-18,234,-11,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:19.720,76,76,100,30,3,1,25,64,100,43,0.43,-0.16,3.06,12.8,9.8,1206,100,0,31.168038 121.356250,49.6,18.93,46,11,-47,-21,234,-34,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:20.220,68,68,100,36,3,1,25,61,100,44,0.42,-0.15,3.01,12.8,9.8,1206,100,0,31.167891 121.356226,49.6,18.62,46,12,-47,-17,237,-32,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:20.720,67,67,100,39,3,1,25,61,100,45,0.42,-0.15,3.01,12.8,9.8,1209,100,0,31.167891 121.356226,49.6,18.62,46,12,-51,-43,239,-28,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:21.220,68,68,100,35,3,1,25,58,100,47,0.41,-0.15,2.95,12.8,9.8,1209,100,0,31.167769 121.356214,48.4,18.28,46,12,-83,-45,205,-82,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:21.720,56,56,100,44,3,2,25,54,100,49,0.36,-0.22,2.85,12.8,9.4,1213,100,0,31.167600 121.356225,47.6,17.20,45,11,-67,-35,207,-84,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:22.220,55,55,100,48,3,2,25,53,99,49,0.36,-0.31,2.76,12.8,9.2,1215,100,0,31.167554 121.356235,47.6,16.95,44,11,-82,-46,200,-83,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:22.720,57,57,100,44,3,2,25,54,100,49,0.35,-0.34,2.67,12.9,9.2,1216,100,0,31.167509 121.356250,47.4,16.37,44,12,-76,-38,202,-69,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:23.220,54,54,100,44,3,2,25,53,100,49,0.37,-0.36,2.59,12.9,9.0,1217,100,0,31.167450 121.356286,44.9,14.89,43,11,-86,-25,172,-65,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:23.720,57,57,100,43,3,2,25,55,100,48,0.39,-0.37,2.46,12.9,9.0,1218,100,0,31.167397 121.356333,44.0,14.17,43,12,-80,-25,180,-56,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:24.220,62,62,100,38,3,2,25,60,99,42,0.42,-0.34,2.37,12.9,9.3,1220,100,0,31.167368 121.356369,44.0,13.47,43,12,-69,-43,219,13,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:24.720,70,70,100,35,3,2,25,72,100,28,0.42,-0.31,2.29,12.8,9.4,1221,100,0,31.167343 121.356412,44.9,12.68,42,12,-47,-22,218,5,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:25.220,70,70,100,32,3,2,25,72,100,34,0.42,-0.27,2.20,12.8,9.2,1222,100,0,31.167314 121.356486,46.6,11.35,41,12,-6,-23,222,77,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:25.720,72,72,100,29,3,2,100,77,96,28,0.41,-0.18,2.17,12.8,9.8,1223,100,0,31.167292 121.356566,49.0,10.60,40,12,-9,-13,216,86,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:26.220,64,64,100,37,3,2,250,72,98,30,0.40,-0.08,2.11,12.8,10.1,1225,100,0,31.167278 121.356621,48.7,10.57,39,12,15,-10,222,62,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:53:26.720,61,61,100,44,3,2,250,66,99,35,0.40,-0.04,2.10,12.8,10.1,1226,100,0,31.167268 121.356678,49.6,10.24,39,12,5,-29,226,56,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
