Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat_(%),FM,GPS,GSpd(kmh),Hdg(@),Alt(m),Sats,Rud,Ele,Thr,Ail,SA,SB,SC,SD,SE,SF,LSW,TxBat(V)
2021-08-29,15:42:59.200,59,59,100,49,0,2,25,60,100,47,0.05,0.09,0.08,16.3,0.8,13,76,0,31.166881 121.356245,0.3,0.00,0,3,12,-1,-1024,4,1,-1,0,-1,1,-1,0x0000000000000000,4.1
2021-08-29,15:42:59.670,60,60,100,42,0,2,25,60,100,44,0.05,0.08,0.08,16.3,0.8,13,76,0,31.166880 121.356247,0.5,0.00,0,3,13,-1,-1024,5,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:00.170,54,54,100,58,0,2,25,59,100,47,0.05,0.08,0.08,16.3,0.7,13,76,0,31.166879 121.356249,0.5,0.00,0,3,11,-1,-1024,4,1,-1,0,-1,1,-1,0x0000000000000000,4.1
2021-08-29,15:43:02.130,54,54,100,50,0,2,25,58,100,48,0.05,0.09,0.09,16.3,0.7,13,76,0,31.166879 121.356253,1.2,0.00,0,3,93,-2,-1024,3,1,-1,0,-1,1,-1,0x0000000000000000,4.1
2021-08-29,15:43:02.620,61,61,100,47,0,2,25,58,100,47,0.05,0.08,0.09,16.3,0.7,13,76,0,31.166879 121.356254,1.0,0.00,0,3,99,-1,-1024,4,1,-1,0,-1,1,-1,0x0000000000000000,4.1
2021-08-29,15:43:05.280,59,59,100,44,0,2,25,59,100,47,0.05,0.09,0.10,16.3,0.8,14,76,0,31.166880 121.356259,0.8,0.00,0,3,164,-1,-1024,5,1,-1,0,-1,1,-1,0x0000000000000000,4.1
2021-08-29,15:43:05.770,58,58,100,50,0,2,25,60,100,47,0.05,0.08,0.10,16.3,0.8,14,76,0,31.166881 121.356260,0.9,0.00,0,3,186,-1,-1024,4,1,-1,0,-1,1,-1,0x0000000000000000,4.1
2021-08-29,15:43:06.270,51,51,100,57,0,2,25,60,100,47,0.05,0.08,0.10,16.3,0.8,14,76,0,31.166880 121.356260,0.8,0.00,0,3,187,-2,-1024,4,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:06.770,53,53,100,56,0,2,25,62,100,44,0.05,0.08,0.10,16.3,0.8,14,77,0,31.166880 121.356261,0.6,0.00,0,3,148,-1,-1024,4,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:07.270,54,54,100,41,0,2,25,64,99,40,0.05,0.08,0.10,16.3,0.8,14,76,0,31.166880 121.356261,0.9,0.00,0,3,11,0,-1024,3,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:07.770,73,73,100,33,0,2,100,62,99,38,0.05,0.08,0.10,16.3,0.6,15,76,0,31.166879 121.356261,0.8,0.00,0,3,12,-1,-1024,3,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:08.270,66,66,100,30,0,2,100,62,98,40,0.05,0.08,0.11,16.3,0.7,15,77,0,31.166879 121.356262,0.7,0.00,0,3,11,-2,-1024,4,1,-1,-1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:08.770,57,57,100,45,0,2,100,62,99,41,0.05,0.08,0.11,16.3,0.7,15,76,0,31.166879 121.356262,0.7,0.00,0,3,11,-1,-1024,2,1,-1,-1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:09.270,72,72,100,24,0,2,100,64,100,42,0.05,0.08,0.11,16.3,0.7,15,76,0,31.166891 121.356303,0.3,0.00,4,5,10,-1,-1024,2,1,-1,-1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:09.770,81,81,100,21,0,2,25,64,98,39,0.05,0.08,0.11,16.3,0.8,15,77,0,31.166892 121.356303,0.3,0.00,4,5,11,-1,-1024,3,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:10.270,76,76,100,27,0,2,25,64,96,39,0.05,0.08,0.12,16.3,0.9,15,76,0,31.166892 121.356304,0.2,0.00,4,5,13,-2,-1024,2,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:10.770,69,69,100,37,0,2,25,62,95,42,0.05,0.08,0.12,16.3,0.7,15,76,0,31.166891 121.356305,0.3,0.00,4,5,11,-1,-1024,3,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:11.280,55,55,100,53,0,2,25,62,100,42,0.05,0.08,0.12,16.3,0.6,15,76,0,31.166892 121.356306,0.1,0.00,5,5,11,-1,-1024,4,1,-1,1,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:11.780,53,53,100,47,0,2,25,62,100,40,0.05,0.08,0.12,16.3,0.8,16,76,0,31.166892 121.356308,0.3,0.00,5,5,10,-1,-1024,3,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:12.280,62,62,100,40,0,2,25,59,100,47,0.05,0.08,0.12,16.3,0.6,16,77,0,31.166893 121.356308,0.0,0.00,5,5,12,-2,-1024,4,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:12.780,61,61,100,42,0,2,25,59,100,41,0.05,0.08,0.13,16.3,0.6,16,76,0,31.166893 121.356308,0.1,0.00,5,5,12,-3,-1024,3,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:13.280,69,69,100,33,0,2,25,58,100,45,0.05,0.08,0.13,16.3,0.6,16,76,0,31.166894 121.356309,0.1,0.00,5,5,24,-1,-848,1,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:13.780,70,70,100,36,0,2,25,58,100,48,0.05,0.08,0.13,16.3,0.9,16,76,0,31.166894 121.356309,0.1,0.00,5,5,14,-3,-1024,2,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:14.280,61,61,100,48,0,2,25,62,100,45,0.05,0.08,0.13,16.3,0.7,16,76,0,31.166895 121.356310,0.1,0.00,5,5,11,-3,-1024,4,1,-1,0,-1,1,-1,0x0000000000000000,4.1
2021-08-29,15:43:23.790,67,67,100,40,0,2,25,57,100,49,0.05,0.08,0.18,16.3,0.7,18,76,0,31.166891 121.356314,0.2,0.00,7,5,10,-4,-1024,3,1,-1,0,-1,1,-1,0x0000000000000000,4.1
2021-08-29,15:43:24.280,55,55,100,51,0,2,25,58,100,49,0.05,0.08,0.18,16.3,0.7,18,76,0,31.166891 121.356314,0.1,0.00,0,5,11,-1,-1024,2,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:24.780,55,55,100,50,0,2,25,54,100,49,0.05,0.08,0.19,16.3,0.8,18,76,0,31.166891 121.356314,0.1,0.00,0,5,10,-1,-1024,2,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:25.280,58,58,100,51,0,2,25,54,100,47,0.06,0.08,0.19,16.2,0.8,19,75,0,31.166891 121.356314,0.0,0.00,0,5,16,-1,-1024,2,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:25.780,57,57,100,39,0,2,25,55,99,45,0.06,0.08,0.19,16.2,0.7,19,75,0,31.166891 121.356314,0.2,0.00,0,5,20,-2,-1024,4,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:26.280,54,54,100,41,0,2,25,55,100,47,0.06,0.07,0.19,16.2,0.8,19,75,0,31.166891 121.356314,0.2,0.00,0,5,26,5,-1024,3,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:26.780,54,54,100,45,0,2,25,55,100,45,0.06,0.07,0.20,16.2,1.0,19,75,0,31.166890 121.356314,0.1,0.00,0,5,24,27,-875,0,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:27.280,57,57,100,43,0,2,25,57,100,48,0.06,0.06,0.20,16.2,1.4,19,74,0,31.166890 121.356314,0.0,0.00,0,5,28,-2,-885,0,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:27.780,60,60,100,45,0,2,25,55,100,49,0.06,0.07,0.20,16.1,2.2,19,72,0,31.166889 121.356313,0.1,0.00,0,5,14,-1,-886,3,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:28.280,54,54,100,51,0,2,25,55,100,48,0.06,0.07,0.20,16.0,3.0,20,69,0,31.166888 121.356314,0.3,0.00,0,5,19,0,-868,-9,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:28.780,60,60,100,46,0,2,25,55,100,47,0.06,0.08,0.22,15.9,3.9,20,67,0,31.166887 121.356313,0.2,0.00,0,5,22,0,-746,-41,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:29.280,55,55,100,48,0,2,25,57,100,45,0.07,0.05,0.26,15.9,3.8,21,66,0,31.166887 121.356312,0.0,0.00,0,5,27,1,-602,-25,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:29.780,67,67,100,39,0,2,25,59,100,42,0.08,0.01,0.33,15.8,3.9,21,64,0,31.166886 121.356312,0.1,0.00,0,5,23,9,-483,-10,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:30.280,60,60,100,51,0,2,25,60,100,41,0.08,0.00,0.37,15.8,4.1,22,64,0,31.166885 121.356311,0.0,0.00,0,5,-1,9,-353,-6,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:30.780,62,62,100,45,0,2,25,60,100,42,0.12,-0.01,0.39,15.8,4.2,23,64,0,31.166885 121.356310,0.4,0.00,0,5,-23,-2,-179,-26,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:31.280,48,48,100,58,0,2,25,43,100,58,0.11,-0.03,0.40,15.6,5.4,23,61,0,31.166882 121.356309,0.9,0.00,0,5,-14,4,-182,-66,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:31.780,43,43,100,58,0,2,25,43,99,58,0.18,-0.08,0.37,15.5,6.5,24,58,0,31.166880 121.356308,2.0,27.44,0,5,-1,20,-110,2,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:32.280,45,45,100,62,0,2,25,39,100,65,0.19,-0.06,0.37,15.4,6.9,25,55,0,31.166877 121.356303,5.1,24.46,0,5,2,6,-102,95,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:32.780,29,29,100,79,0,2,25,43,100,63,0.16,0.00,0.37,15.4,7.0,26,55,0,31.166871 121.356288,9.4,24.96,0,5,9,-1,-107,-30,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:33.290,41,41,100,61,0,2,25,41,99,62,0.14,-0.03,0.37,15.4,7.1,27,53,0,31.166865 121.356276,11.3,24.53,1,5,0,-1,-106,6,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:33.790,81,81,100,27,0,2,25,51,100,51,0.14,-0.05,0.37,15.3,6.8,28,53,0,31.166851 121.356263,13.8,23.17,2,5,-3,-2,-108,2,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:34.290,55,55,100,54,0,2,25,48,100,55,0.13,-0.08,0.37,15.3,6.5,29,53,0,31.166844 121.356243,17.6,23.75,2,5,-70,0,-109,-36,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:34.790,52,52,100,56,0,2,25,53,100,50,0.14,-0.12,0.27,15.3,7.0,30,53,0,31.166829 121.356215,19.5,23.91,2,5,26,-1,-110,27,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:35.290,61,61,100,45,0,2,25,56,99,44,0.14,-0.01,0.21,15.3,6.8,31,53,0,31.166808 121.356186,22.0,23.32,2,5,26,-2,-112,5,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:35.790,67,67,100,45,0,2,100,58,100,44,0.13,0.13,0.22,15.5,4.3,32,56,0,31.166794 121.356165,22.4,23.25,2,5,37,-3,-268,25,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:36.290,55,55,100,45,0,2,100,67,100,39,0.14,0.10,0.19,15.4,5.9,32,55,0,31.166780 121.356140,25.0,23.37,2,5,14,-9,-132,-132,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:36.790,60,60,100,45,0,2,100,61,99,40,0.15,-0.10,0.05,15.4,6.7,33,54,0,31.166762 121.356104,24.7,23.74,3,5,-28,-2,-126,-40,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:37.290,58,58,100,47,0,2,100,70,100,35,0.15,-0.16,-0.36,15.4,6.6,34,54,0,31.166746 121.356060,26.1,24.49,3,5,-52,0,-121,-56,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:37.790,75,75,100,36,0,2,25,64,99,37,0.18,-0.25,-0.62,15.4,6.7,35,54,0,31.166732 121.356035,26.5,24.19,3,5,-65,-1,-114,-23,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:38.290,72,72,100,30,0,2,25,63,100,40,0.20,-0.21,-0.79,15.3,6.4,36,53,0,31.166716 121.356010,27.2,23.68,3,5,-36,-2,-130,98,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:38.790,69,69,100,37,0,2,25,74,99,35,0.20,-0.13,-0.97,15.4,6.4,37,54,0,31.166686 121.355975,28.3,22.63,3,5,-2,0,-156,12,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:39.290,76,76,100,31,0,2,25,71,95,29,0.19,-0.10,-1.09,15.3,6.8,38,53,0,31.166686 121.355975,28.3,22.63,3,5,-36,-16,-44,4,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:39.790,68,68,100,40,0,2,250,77,100,33,0.19,-0.08,-1.29,15.2,7.7,39,50,0,31.166626 121.355912,34.5,22.09,3,5,-35,-4,-42,-10,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:40.290,59,59,100,47,0,2,250,72,100,32,0.19,-0.09,-1.47,15.3,7.4,40,51,0,31.166604 121.355886,33.2,22.41,3,5,-119,-30,-72,-73,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:40.790,63,63,100,46,0,2,250,76,100,26,0.20,-0.12,-1.77,15.2,7.1,41,50,0,31.166573 121.355844,33.0,23.22,3,5,-42,-13,-72,4,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:41.290,64,64,100,36,0,2,250,77,97,22,0.20,-0.11,-1.86,15.2,7.1,42,50,0,31.166536 121.355807,32.7,22.27,5,5,36,-6,-39,59,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:41.790,67,67,100,39,0,1,250,69,91,26,0.20,-0.02,-1.87,15.2,7.3,43,50,0,31.166512 121.355783,32.5,22.17,6,5,137,-36,-43,103,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:42.290,77,77,100,27,3,1,100,73,93,32,0.20,-0.02,-1.87,15.2,7.3,43,50,0,31.166512 121.355783,32.5,22.17,6,5,114,-49,-37,35,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:42.790,73,73,100,33,3,1,100,74,100,30,0.20,-0.02,-1.87,15.2,7.3,43,50,0,31.166487 121.355760,32.4,22.15,6,5,97,-9,-47,35,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:43.290,85,85,100,20,3,1,100,73,100,30,0.20,0.16,-1.52,15.2,7.5,45,49,0,31.166487 121.355760,32.4,22.15,6,5,108,-15,-137,33,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:43.790,81,81,100,27,3,1,100,88,100,20,0.20,0.16,-1.52,15.2,7.5,45,49,0,31.166420 121.355669,33.5,23.04,8,5,76,-10,-99,3,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:44.290,85,85,100,22,3,1,25,76,100,28,0.22,0.12,-1.35,15.2,6.6,47,50,0,31.166420 121.355669,33.5,23.04,8,5,99,-18,-248,50,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:44.790,82,82,100,24,3,1,25,100,100,14,0.22,0.12,-1.35,15.2,6.6,47,50,0,31.166420 121.355669,33.5,23.04,8,5,106,-5,-159,32,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:45.290,84,84,100,22,3,1,25,77,100,26,0.24,0.14,-1.23,15.2,6.6,47,50,0,31.166408 121.355559,33.3,25.86,9,5,66,-3,-159,-48,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:45.790,91,91,100,12,3,1,25,90,100,16,0.24,0.14,-1.23,15.3,5.9,49,52,0,31.166408 121.355559,33.3,25.86,9,5,39,-1,-159,-94,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:46.290,85,85,100,20,3,1,100,81,100,22,0.27,0.01,-1.12,15.3,5.9,49,52,0,31.166399 121.355427,37.4,27.16,10,5,27,-12,-123,6,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:46.790,84,84,100,21,3,1,100,89,100,19,0.27,0.01,-1.12,15.3,5.8,51,52,0,31.166399 121.355427,37.4,27.16,10,5,25,-1,-126,7,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:47.290,92,92,100,12,3,1,100,88,100,16,0.27,-0.04,-1.16,15.3,5.8,51,52,0,31.166418 121.355322,38.5,28.57,11,5,23,-2,-67,7,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:47.790,84,84,100,17,3,1,100,88,100,18,0.27,-0.04,-1.16,15.2,6.4,53,50,0,31.166418 121.355322,38.5,28.57,11,5,25,-3,-14,31,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:48.290,84,84,100,20,3,1,100,80,100,19,0.27,-0.04,-1.16,15.2,6.4,53,50,0,31.166454 121.355179,44.9,28.85,11,5,24,-1,-94,58,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:48.790,84,84,100,21,5,1,100,86,100,14,0.27,-0.05,-1.19,15.1,6.8,55,46,0,31.166454 121.355179,44.9,28.85,11,5,29,-5,-86,29,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:49.290,87,87,98,18,5,1,100,94,100,16,0.27,-0.05,-1.19,15.1,6.8,55,46,0,31.166499 121.355048,49.1,29.19,12,5,34,-2,-91,17,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:49.790,90,90,100,12,5,1,100,91,100,12,0.26,-0.02,-1.16,15.2,6.8,57,48,0,31.166499 121.355048,49.1,29.19,12,5,103,-6,-92,87,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:50.290,88,88,100,15,3,1,100,95,100,14,0.26,-0.02,-1.16,15.2,6.8,57,48,0,31.166554 121.354918,49.8,29.79,13,5,84,-9,-15,2,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:50.790,86,86,98,15,3,1,250,82,100,18,0.27,0.06,-0.97,15.1,7.1,59,48,0,31.166554 121.354918,49.8,29.79,13,5,45,-1,-118,41,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:51.290,86,86,98,15,5,1,250,94,98,13,0.27,0.06,-0.97,15.1,7.1,59,48,0,31.166554 121.354918,49.8,29.79,13,5,68,-3,-116,47,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:51.790,91,91,100,12,5,1,250,87,98,16,0.27,0.06,-0.97,15.1,7.1,59,48,0,31.166554 121.354918,49.8,29.79,13,5,48,-5,-115,4,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:52.290,91,91,100,12,5,1,250,96,100,12,0.27,0.06,-0.97,15.2,6.6,61,48,0,31.166554 121.354918,49.8,29.79,13,5,58,-2,-118,35,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:52.790,92,92,100,11,5,1,250,88,100,15,0.30,0.06,-0.71,15.2,6.6,61,48,0,31.166736 121.354663,53.2,31.76,15,5,49,-1,-120,10,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:53.290,93,93,100,7,5,1,250,88,100,10,0.30,0.06,-0.71,15.2,6.2,63,50,0,31.166736 121.354663,53.2,31.76,15,5,-23,-1,-112,-10,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:53.790,84,84,100,18,5,1,100,97,100,12,0.31,0.08,-0.61,15.2,6.2,63,50,0,31.166871 121.354557,54.7,-32.65,16,5,-42,-2,-111,1,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:54.290,96,96,100,3,5,1,100,79,100,26,0.31,0.08,-0.61,15.1,6.4,65,48,0,31.166871 121.354557,54.7,-32.65,16,5,-41,-2,-80,-23,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:54.790,85,85,100,19,5,1,100,86,100,20,0.31,0.08,-0.61,15.1,6.4,65,48,0,31.167001 121.354487,58.1,-31.85,16,5,-11,-1,-86,-40,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:55.290,86,86,100,17,5,1,100,80,100,25,0.30,0.07,-0.73,15.1,7.0,67,47,0,31.167001 121.354487,58.1,-31.85,16,5,-69,-1,-83,-56,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:55.790,78,78,100,23,5,1,25,74,100,30,0.30,0.07,-0.73,15.1,7.0,67,47,0,31.167133 121.354439,56.3,-31.26,16,5,-41,-1,-83,-43,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:56.290,80,80,100,25,5,1,25,76,100,27,0.30,-0.01,-0.79,15.1,7.0,69,47,0,31.167133 121.354439,56.3,-31.26,16,5,-58,-2,-53,-15,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:56.790,86,86,100,17,5,1,25,84,100,17,0.30,-0.01,-0.79,15.1,7.0,69,47,0,31.167302 121.354382,60.9,-31.22,17,5,-34,-5,-58,0,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:57.290,92,92,100,10,5,1,25,84,100,19,0.31,-0.04,-0.87,15.1,7.4,72,47,0,31.167302 121.354382,60.9,-31.22,17,5,18,-16,-52,28,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:57.790,85,85,100,17,5,1,25,78,100,26,0.31,-0.04,-0.87,15.1,7.4,72,47,0,31.167302 121.354382,60.9,-31.22,17,5,46,-12,-41,108,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:58.290,83,83,100,19,5,1,25,76,100,28,0.31,0.03,-0.84,15.1,7.4,72,47,0,31.167455 121.354316,64.3,-31.68,17,5,47,-26,-40,30,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:58.790,82,82,100,20,5,1,25,77,100,25,0.31,0.03,-0.84,15.1,7.7,74,47,0,31.167455 121.354316,64.3,-31.68,17,5,163,-57,-126,80,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:59.290,86,86,100,15,5,1,25,79,100,25,0.27,0.22,-0.58,15.1,7.7,74,47,0,31.167636 121.354225,66.1,-31.87,17,5,112,-31,-118,39,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:43:59.790,87,87,100,16,5,1,25,97,100,12,0.27,0.22,-0.58,15.1,6.7,76,48,0,31.167636 121.354225,66.1,-31.87,17,5,156,-24,-125,59,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:00.290,94,94,98,6,4,1,100,93,98,14,0.27,0.22,-0.58,15.1,6.7,76,48,0,31.167636 121.354225,66.1,-31.87,17,5,117,-22,-30,71,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:00.790,97,97,98,5,5,1,100,87,98,13,0.27,0.22,-0.58,15.1,6.6,78,48,0,31.167636 121.354225,66.1,-31.87,17,5,88,-23,-73,75,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:01.290,91,91,100,12,5,1,100,77,100,26,0.41,0.28,0.58,15.1,6.6,78,48,0,31.167949 121.354139,66.1,-30.40,15,5,80,-21,-72,38,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:01.790,83,83,100,20,4,1,100,77,100,25,0.41,0.28,0.58,15.1,7.2,80,46,0,31.167949 121.354139,66.1,-30.40,15,5,71,-40,-71,18,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:02.290,80,80,100,21,4,1,25,73,100,33,0.41,0.28,0.58,15.1,7.2,80,46,0,31.168130 121.354141,57.9,-29.54,16,4,35,-13,-78,51,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:02.790,75,75,100,22,4,1,25,70,100,32,0.43,0.26,0.86,15.1,7.2,82,48,0,31.168130 121.354141,57.9,-29.54,16,4,29,-2,-70,2,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:03.290,77,77,100,27,4,1,25,70,100,34,0.43,0.26,0.86,15.1,7.2,82,48,0,31.168275 121.354141,57.9,-29.54,17,0,38,-17,-67,3,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:03.790,77,77,100,24,4,1,25,72,100,30,0.45,0.24,0.97,15.1,7.1,84,46,0,31.168275 121.354141,57.9,-29.54,17,0,26,-29,-37,-35,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:04.290,81,81,100,19,4,1,25,71,100,33,0.45,0.24,0.97,15.1,7.1,84,46,0,31.168275 121.354141,57.9,-29.54,17,0,-3,-11,-37,-5,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:04.800,91,91,100,12,4,1,25,71,100,32,0.40,0.09,1.13,15.1,7.4,86,48,0,31.168449 121.354141,57.9,-29.54,16,0,6,-29,-38,-20,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:05.300,81,81,100,22,4,1,25,73,100,30,0.40,0.09,1.13,15.1,7.4,86,48,0,31.168449 121.354141,57.9,-29.54,16,0,-35,-3,-45,-56,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:05.800,78,78,100,26,4,1,25,71,100,32,0.38,0.02,1.10,15.1,7.4,86,48,0,31.168594 121.354140,57.9,-29.54,16,0,-13,-13,-38,-11,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:06.300,80,80,100,22,4,1,25,71,100,33,0.38,0.02,1.10,15.1,7.4,89,47,0,31.168594 121.354140,57.9,-29.54,16,0,-1,-15,-43,-1,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
2021-08-29,15:44:06.800,82,82,100,20,4,1,25,73,100,30,0.35,0.01,1.07,15.1,7.4,89,47,0,31.168473 121.354420,36.0,6.12,14,4,-25,-12,-44,-7,1,-1,0,-1,-1,-1,0x0000000000000000,4.1
